"day;avg_size;avg_speed;avg_senserange;dominant_size;dominant_speed;dominant_sense;n_creatures"
"1935;1442;1276;531;1000;0;1000;12"
"1936;1441;1276;530;1000;0;1000;16"
"1937;1440;1276;529;1000;0;1000;17"
"1938;1440;1276;530;1000;0;1000;18"
"1939;1437;1278;529;1000;0;1000;18"
"1940;1436;1280;526;1000;0;1000;17"
"1941;1437;1281;526;1000;0;1000;18"
"1942;1437;1281;527;1000;0;1000;17"
"1943;1436;1284;528;999;0;999;13"
"1944;1438;1286;527;999;0;999;15"
"1945;1437;1285;530;999;0;999;13"
"1946;1437;1287;533;999;0;999;14"
"1947;1436;1286;530;999;0;999;13"
"1948;1438;1286;532;1000;0;1000;12"
"1949;1439;1289;535;999;0;999;13"
"1950;1441;1286;535;999;0;999;14"
"1951;1442;1286;535;999;0;999;14"
"1952;1446;1285;536;1000;0;1000;16"
"1953;1447;1282;534;1000;0;1000;18"
"1954;1446;1279;536;1000;0;1000;17"
"1955;1445;1281;541;999;0;999;15"
"1956;1449;1276;543;999;0;999;14"
"1957;1450;1275;546;999;0;999;15"
"1958;1448;1278;545;999;0;999;13"
"1959;1450;1279;544;1000;0;1000;16"
"1960;1449;1278;543;1000;0;1000;20"
"1961;1444;1281;544;999;0;999;19"
"1962;1442;1285;547;1000;0;1000;17"
"1963;1443;1284;548;1000;0;1000;17"
"1964;1440;1284;546;1000;0;1000;17"
"1965;1438;1284;547;1000;0;1000;16"
"1966;1439;1284;542;1000;0;1000;17"
"1967;1437;1283;540;999;0;999;15"
"1968;1437;1284;540;1000;0;1000;18"
"1969;1439;1283;542;1000;0;1000;17"
"1970;1440;1282;547;1000;0;1000;17"
"1971;1438;1281;554;1000;0;1000;18"
"1972;1435;1276;555;999;0;999;15"
"1973;1437;1276;563;1000;0;1000;17"
"1974;1436;1277;566;1000;0;1000;21"
"1975;1434;1281;566;999;0;999;19"
"1976;1435;1280;563;999;0;999;15"
"1977;1436;1280;565;1000;0;1000;17"
"1978;1436;1280;566;1000;0;1000;16"
"1979;1437;1281;565;1000;0;1000;16"
"1980;1439;1282;565;999;0;999;15"
"1981;1441;1284;563;999;0;999;19"
"1982;1443;1284;564;1000;0;1000;16"
"1983;1443;1285;563;1000;0;1000;16"
"1984;1442;1283;562;1000;0;1000;18"
"1985;1442;1283;557;1000;0;1000;18"
"1986;1444;1280;556;999;0;999;15"
"1987;1446;1281;553;1000;0;1000;18"
"1988;1449;1278;552;999;0;999;19"
"1989;1453;1275;554;1000;0;1000;20"
"1990;1453;1273;553;1000;0;1000;16"
"1991;1451;1273;554;999;0;999;19"
"1992;1451;1272;556;999;0;999;19"
"1993;1449;1270;556;1000;0;1000;18"
"1994;1447;1269;556;1000;0;1000;20"
"1995;1443;1272;554;1000;0;1000;20"
"1996;1441;1273;554;999;0;999;15"
"1997;1441;1273;554;1000;0;1000;18"
"1998;1442;1276;554;1000;0;1000;18"
"1999;1444;1276;552;1000;0;1000;17"
"2000;1442;1275;553;1000;0;1000;17"
"2001;1443;1276;554;999;0;999;19"
"2002;1443;1276;554;999;0;999;19"
"2003;1441;1279;554;1000;0;1000;17"
"2004;1435;1279;557;1000;0;1000;17"
"2005;1433;1276;557;1000;0;1000;16"
"2006;1435;1276;558;1000;0;1000;18"
"2007;1431;1274;560;999;0;999;14"
"2008;1429;1271;561;1000;0;1000;18"
"2009;1433;1271;560;1000;0;1000;16"
"2010;1435;1271;558;1000;0;1000;17"
"2011;1436;1271;558;1000;0;1000;17"
"2012;1442;1272;558;999;0;999;14"
"2013;1442;1274;560;1000;0;1000;12"
"2014;1442;1275;560;1000;0;1000;17"
"2015;1444;1277;560;1000;0;1000;17"
"2016;1444;1279;563;1000;0;1000;18"
"2017;1445;1279;564;1000;0;1000;17"
"2018;1438;1280;565;1000;0;1000;18"
"2019;1439;1279;565;1000;0;1000;17"
"2020;1442;1276;567;1000;0;1000;20"
"2021;1444;1274;565;1000;0;1000;17"
"2022;1440;1274;563;1000;0;1000;17"
"2023;1439;1274;564;1000;0;1000;17"
"2024;1444;1275;565;999;0;999;19"
"2025;1447;1276;566;1000;0;1000;17"
"2026;1446;1276;563;1000;0;1000;16"
"2027;1447;1276;564;999;0;999;19"
"2028;1445;1276;566;1000;0;1000;17"
"2029;1448;1276;566;1000;0;1000;18"
"2030;1452;1278;568;1000;0;1000;18"
"2031;1449;1281;572;1000;0;1000;17"
"2032;1450;1282;575;1000;0;1000;18"
"2033;1452;1283;571;1000;0;1000;16"
"2034;1451;1282;570;1000;0;1000;16"
"2035;1447;1275;562;1000;0;1000;16"
"2036;1445;1273;560;999;0;999;14"
"2037;1444;1274;561;999;0;999;13"
"2038;1445;1274;563;1000;0;1000;16"
"2039;1450;1273;564;1000;0;1000;16"
"2040;1450;1275;562;1000;0;1000;17"
"2041;1449;1278;562;1000;0;1000;18"
"2042;1445;1279;562;999;0;999;19"
"2043;1443;1279;563;1000;0;1000;17"
"2044;1442;1279;564;999;0;999;14"
"2045;1444;1280;561;999;0;999;15"
"2046;1444;1279;557;999;0;999;19"
"2047;1454;1281;554;1000;0;1000;17"
"2048;1450;1280;548;999;0;999;15"
"2049;1447;1278;542;999;0;999;13"
"2050;1452;1278;546;999;0;999;13"
"2051;1451;1278;544;1000;0;1000;11"
"2052;1445;1271;547;1000;0;1000;9"
"2053;1445;1276;547;1000;0;1000;9"
"2054;1443;1271;545;1000;0;1000;11"
"2055;1445;1270;545;1000;0;1000;12"
"2056;1441;1271;544;1000;0;1000;11"
"2057;1442;1276;544;999;0;999;15"
"2058;1440;1277;543;999;0;999;15"
"2059;1444;1274;545;1000;0;1000;16"
"2060;1445;1271;545;1000;0;1000;17"
"2061;1441;1270;545;1000;0;1000;16"
"2062;1441;1265;545;999;0;999;15"
"2063;1444;1263;547;1000;0;1000;16"
"2064;1443;1263;544;1000;0;1000;16"
"2065;1442;1264;542;999;0;999;19"
"2066;1437;1270;539;1000;0;1000;20"
"2067;1438;1272;542;1000;0;1000;17"
"2068;1441;1273;542;1000;0;1000;16"
"2069;1437;1274;542;1000;0;1000;18"
"2070;1438;1274;537;1000;0;1000;16"
"2071;1443;1270;533;1000;0;1000;16"
"2072;1442;1267;534;1000;0;1000;18"
"2073;1444;1266;538;1000;0;1000;16"
"2074;1446;1265;535;1000;0;1000;17"
"2075;1447;1264;539;999;0;999;15"
"2076;1446;1264;542;1000;0;1000;18"
"2077;1451;1265;548;1000;0;1000;16"
"2078;1450;1263;557;999;0;999;15"
"2079;1450;1267;561;999;0;999;13"
"2080;1448;1266;562;999;0;999;13"
"2081;1445;1266;565;1000;0;1000;17"
"2082;1444;1266;564;999;0;999;15"
"2083;1441;1266;567;1000;0;1000;20"
"2084;1440;1264;568;999;0;999;19"
"2085;1442;1264;571;999;0;999;19"
"2086;1442;1260;571;999;0;999;19"
"2087;1442;1259;572;1000;0;1000;18"
"2088;1443;1261;572;1000;0;1000;20"
"2089;1438;1260;571;1000;0;1000;21"
"2090;1436;1260;574;999;0;999;22"
"2091;1431;1260;572;1000;0;1000;20"
"2092;1434;1259;572;1000;0;1000;20"
"2093;1431;1259;570;1000;0;1000;17"
"2094;1429;1259;570;1000;0;1000;17"
"2095;1430;1257;574;999;0;999;19"
"2096;1425;1258;577;1000;0;1000;25"
"2097;1423;1259;574;1000;0;1000;21"
"2098;1418;1258;576;999;0;999;22"
"2099;1417;1256;578;999;0;999;19"
"2100;1414;1256;576;999;0;999;23"
"2101;1414;1256;575;999;0;999;23"
"2102;1415;1251;577;1000;0;1000;21"
"2103;1419;1253;575;999;0;999;19"
"2104;1417;1258;577;1000;0;1000;17"
"2105;1420;1260;578;1000;0;1000;18"
"2106;1423;1261;584;1000;0;1000;20"
"2107;1422;1261;585;1000;0;1000;25"
"2108;1425;1261;587;999;0;999;22"
"2109;1425;1261;586;1000;0;1000;21"
"2110;1426;1261;588;999;0;999;19"
"2111;1427;1258;596;1000;0;1000;21"
"2112;1425;1257;590;1000;0;1000;16"
"2113;1421;1254;589;1000;0;1000;17"
"2114;1424;1250;589;1000;0;1000;20"
"2115;1420;1251;588;999;0;999;19"
"2116;1419;1254;586;1000;0;1000;17"
"2117;1417;1253;584;1000;0;1000;17"
"2118;1414;1251;586;1000;0;1000;18"
"2119;1414;1252;590;1000;0;1000;20"
"2120;1411;1252;594;1000;0;1000;21"
"2121;1410;1251;596;999;0;999;22"
"2122;1410;1248;602;1000;0;1000;20"
"2123;1408;1251;605;1000;0;1000;21"
"2124;1407;1253;607;999;0;999;19"
"2125;1409;1255;607;1000;0;1000;20"
"2126;1407;1252;607;999;0;999;19"
"2127;1408;1252;606;1000;0;1000;17"
"2128;1410;1252;602;999;0;999;19"
"2129;1412;1253;598;999;0;999;22"
"2130;1414;1250;591;999;0;999;22"
"2131;1414;1252;594;1000;0;1000;20"
"2132;1414;1253;596;999;0;999;19"
"2133;1412;1253;596;1000;0;1000;17"
"2134;1412;1250;594;1000;0;1000;16"
"2135;1410;1248;593;999;0;999;19"
"2136;1409;1245;591;1000;0;1000;20"
"2137;1408;1245;594;1000;0;1000;18"
"2138;1410;1246;597;999;0;999;23"
"2139;1409;1246;594;999;0;999;22"
"2140;1408;1247;599;1000;0;1000;21"
"2141;1408;1254;602;999;0;999;19"
"2142;1407;1254;606;999;0;999;19"
"2143;1408;1252;602;999;0;999;23"
"2144;1411;1254;607;1000;0;1000;21"
"2145;1408;1251;597;1000;0;1000;20"
"2146;1407;1256;594;1000;0;1000;18"
"2147;1412;1256;596;999;0;999;22"
"2148;1413;1252;595;1000;0;1000;20"
"2149;1412;1249;594;1000;0;1000;20"
"2150;1409;1246;597;1000;0;1000;20"
"2151;1406;1248;600;999;0;999;22"
"2152;1408;1246;604;999;0;999;19"
"2153;1407;1241;605;1000;0;1000;20"
"2154;1407;1242;603;999;0;999;22"
"2155;1403;1241;599;1000;0;1000;21"
"2156;1403;1241;600;999;0;999;22"
"2157;1401;1242;602;1000;0;1000;20"
"2158;1400;1245;601;999;0;999;23"
"2159;1399;1244;600;999;0;999;22"
"2160;1398;1243;602;1000;0;1000;25"
"2161;1397;1240;603;999;0;999;24"
"2162;1401;1230;607;999;0;999;24"
"2163;1400;1225;610;1000;0;1000;20"
"2164;1396;1224;610;1000;0;1000;18"
"2165;1398;1227;610;1000;0;1000;17"
"2166;1396;1229;610;999;0;999;19"
"2167;1398;1227;609;1000;0;1000;21"
"2168;1400;1228;608;999;0;999;22"
"2169;1401;1226;607;1000;0;1000;25"
"2170;1397;1228;607;999;0;999;27"
"2171;1396;1229;604;999;0;999;24"
"2172;1396;1232;605;999;0;999;22"
"2173;1396;1229;607;999;0;999;23"
"2174;1396;1228;607;999;0;999;23"
"2175;1399;1225;607;999;0;999;22"
"2176;1398;1225;606;1000;0;1000;21"
"2177;1396;1229;608;999;0;999;28"
"2178;1395;1232;609;999;0;999;23"
"2179;1396;1227;610;999;0;999;22"
"2180;1391;1230;608;1000;0;1000;20"
"2181;1390;1232;609;999;0;999;22"
"2182;1391;1236;609;999;0;999;19"
"2183;1391;1236;610;1000;0;1000;17"
"2184;1394;1238;612;1000;0;1000;20"
"2185;1393;1238;614;999;0;999;23"
"2186;1398;1240;613;999;0;999;22"
"2187;1397;1243;609;1000;0;1000;21"
"2188;1391;1245;607;1000;0;1000;20"
"2189;1392;1246;606;999;0;999;23"
"2190;1396;1252;602;999;0;999;23"
"2191;1397;1251;601;1000;0;1000;18"
"2192;1396;1253;601;999;0;999;19"
"2193;1397;1251;600;1000;0;1000;20"
"2194;1409;1253;599;1000;0;1000;18"
"2195;1411;1252;600;999;0;999;15"
"2196;1411;1254;597;1000;0;1000;17"
"2197;1411;1253;596;1000;0;1000;17"
"2198;1413;1254;596;1000;0;1000;21"
"2199;1411;1258;596;999;0;999;23"
"2200;1412;1260;597;999;0;999;22"
"2201;1408;1264;597;999;0;999;22"
"2202;1405;1266;596;999;0;999;22"
"2203;1405;1267;595;999;0;999;24"
"2204;1409;1270;599;999;0;999;23"
"2205;1412;1271;601;1000;0;1000;20"
"2206;1418;1268;602;999;0;999;19"
"2207;1413;1265;604;1000;0;1000;17"
"2208;1410;1263;603;1000;0;1000;18"
"2209;1406;1263;601;1000;0;1000;20"
"2210;1411;1262;597;1000;0;1000;21"
"2211;1413;1262;598;1000;0;1000;20"
"2212;1417;1263;602;1000;0;1000;18"
"2213;1423;1265;603;1000;0;1000;18"
"2214;1426;1263;602;999;0;999;19"
"2215;1425;1261;599;1000;0;1000;21"
"2216;1427;1261;604;999;0;999;19"
"2217;1423;1260;605;1000;0;1000;20"
"2218;1419;1260;598;1000;0;1000;20"
"2219;1417;1259;599;1000;0;1000;20"
"2220;1416;1260;599;1000;0;1000;18"
"2221;1415;1259;598;1000;0;1000;20"
"2222;1413;1258;602;1000;0;1000;20"
"2223;1411;1260;602;1000;0;1000;20"
"2224;1412;1260;607;1000;0;1000;17"
"2225;1413;1261;611;1000;0;1000;16"
"2226;1414;1260;606;1000;0;1000;16"
"2227;1413;1260;606;1000;0;1000;18"
"2228;1414;1260;609;999;0;999;22"
"2229;1410;1259;605;1000;0;1000;21"
"2230;1408;1257;604;1000;0;1000;17"
"2231;1414;1257;603;1000;0;1000;20"
"2232;1417;1255;608;999;0;999;23"
"2233;1418;1256;608;1000;0;1000;21"
"2234;1416;1256;611;1000;0;1000;21"
"2235;1410;1255;615;999;0;999;26"
"2236;1405;1254;618;999;0;999;22"
"2237;1403;1254;620;1000;0;1000;21"
"2238;1400;1252;621;1000;0;1000;21"
"2239;1399;1252;621;1000;0;1000;21"
"2240;1398;1251;618;1000;0;1000;21"
"2241;1400;1252;624;1000;0;1000;20"
"2242;1401;1255;627;999;0;999;22"
"2243;1401;1254;626;999;0;999;23"
"2244;1401;1252;625;999;0;999;22"
"2245;1402;1249;627;999;0;999;22"
"2246;1401;1249;629;999;0;999;19"
"2247;1401;1246;633;999;0;999;24"
"2248;1401;1246;637;999;0;999;24"
"2249;1401;1249;633;999;0;999;24"
"2250;1401;1250;632;999;0;999;23"
"2251;1401;1251;633;999;0;999;23"
"2252;1399;1252;639;1000;0;1000;21"
"2253;1399;1254;645;1000;0;1000;20"
"2254;1400;1253;651;1000;0;1000;21"
"2255;1397;1252;650;1000;0;1000;21"
"2256;1396;1253;652;999;0;999;24"
"2257;1396;1251;653;1000;0;1000;20"
"2258;1396;1251;647;999;0;999;22"
"2259;1396;1251;646;999;0;999;22"
"2260;1396;1250;646;1000;0;1000;21"
"2261;1396;1253;651;999;0;999;24"
"2262;1396;1254;652;999;0;999;22"
"2263;1397;1259;646;1000;0;1000;25"
"2264;1397;1261;645;999;0;999;19"
"2265;1397;1260;641;999;0;999;19"
"2266;1396;1259;642;1000;0;1000;20"
"2267;1398;1262;643;999;0;999;19"
"2268;1401;1262;646;1000;0;1000;20"
"2269;1402;1261;649;999;0;999;19"
"2270;1403;1259;649;1000;0;1000;21"
"2271;1403;1258;652;1000;0;1000;25"
"2272;1401;1257;649;999;0;999;22"
"2273;1403;1255;646;1000;0;1000;21"
"2274;1404;1260;647;999;0;999;22"
"2275;1406;1257;645;1000;0;1000;18"
"2276;1407;1252;645;1000;0;1000;20"
"2277;1409;1251;642;1000;0;1000;18"
"2278;1410;1252;648;1000;0;1000;20"
"2279;1411;1257;654;999;0;999;19"
"2280;1413;1255;654;999;0;999;19"
"2281;1412;1256;659;1000;0;1000;18"
"2282;1411;1262;667;999;0;999;19"
"2283;1408;1266;673;1000;0;1000;18"
"2284;1409;1264;675;999;0;999;19"
"2285;1409;1263;673;1000;0;1000;20"
"2286;1410;1265;675;1000;0;1000;21"
"2287;1410;1260;678;1000;0;1000;17"
"2288;1411;1259;674;1000;0;1000;20"
"2289;1408;1261;673;999;0;999;22"
"2290;1404;1263;670;999;0;999;22"
"2291;1403;1266;669;1000;0;1000;21"
"2292;1405;1265;670;999;0;999;22"
"2293;1404;1268;669;1000;0;1000;18"
"2294;1403;1267;667;1000;0;1000;20"
"2295;1402;1272;669;1000;0;1000;20"
"2296;1402;1271;672;999;0;999;22"
"2297;1400;1272;673;1000;0;1000;20"
"2298;1399;1270;668;999;0;999;23"
"2299;1395;1273;672;1000;0;1000;21"
"2300;1392;1279;669;1000;0;1000;20"
"2301;1390;1282;671;999;0;999;22"
"2302;1388;1279;671;1000;0;1000;21"
"2303;1386;1279;672;1000;0;1000;18"
"2304;1384;1284;681;1000;0;1000;21"
"2305;1386;1285;684;1000;0;1000;18"
"2306;1388;1287;676;1000;0;1000;16"
"2307;1388;1290;678;1000;0;1000;16"
"2308;1388;1291;680;1000;0;1000;16"
"2309;1389;1290;666;999;0;999;14"
"2310;1388;1286;667;999;0;999;13"
"2311;1387;1281;670;999;0;999;13"
"2312;1389;1279;669;999;0;999;14"
"2313;1387;1284;669;999;0;999;14"
"2314;1387;1285;662;999;0;999;15"
"2315;1389;1285;665;999;0;999;19"
"2316;1388;1287;662;999;0;999;19"
"2317;1390;1287;653;1000;0;1000;18"
"2318;1389;1287;653;1000;0;1000;16"
"2319;1390;1289;662;999;0;999;14"
"2320;1392;1290;666;999;0;999;14"
"2321;1395;1293;671;999;0;999;13"
"2322;1394;1295;676;999;0;999;14"
"2323;1394;1295;677;1000;0;1000;16"
"2324;1394;1294;679;999;0;999;19"
"2325;1392;1294;678;1000;0;1000;16"
"2326;1389;1293;674;1000;0;1000;17"
"2327;1388;1293;669;1000;0;1000;16"
"2328;1388;1294;664;1000;0;1000;17"
"2329;1387;1293;671;1000;0;1000;16"
"2330;1385;1292;673;1000;0;1000;18"
"2331;1386;1291;677;999;0;999;22"
"2332;1383;1294;681;1000;0;1000;21"
"2333;1381;1293;681;1000;0;1000;18"
"2334;1383;1294;685;1000;0;1000;16"
"2335;1385;1293;683;999;0;999;15"
"2336;1383;1294;683;999;0;999;14"
"2337;1382;1295;679;1000;0;1000;12"
"2338;1382;1294;677;1000;0;1000;11"
"2339;1379;1291;677;999;0;999;13"
"2340;1377;1293;675;1000;0;1000;16"
"2341;1376;1290;672;1000;0;1000;17"
"2342;1376;1288;672;1000;0;1000;18"
"2343;1377;1289;667;999;0;999;19"
"2344;1376;1290;667;1000;0;1000;16"
"2345;1376;1289;671;1000;0;1000;16"
"2346;1375;1289;681;1000;0;1000;16"
"2347;1377;1288;679;1000;0;1000;16"
"2348;1372;1286;686;999;0;999;14"
"2349;1368;1280;697;999;0;999;14"
"2350;1367;1282;698;999;0;999;14"
"2351;1366;1281;700;1000;0;1000;17"
"2352;1363;1283;705;1000;0;1000;17"
"2353;1364;1284;703;999;0;999;19"
"2354;1363;1283;700;1000;0;1000;20"
"2355;1361;1285;699;999;0;999;22"
"2356;1360;1285;702;1000;0;1000;20"
"2357;1359;1287;696;999;0;999;15"
"2358;1357;1285;696;1000;0;1000;16"
"2359;1358;1288;698;1000;0;1000;16"
"2360;1355;1283;701;1000;0;1000;17"
"2361;1354;1282;700;999;0;999;13"
"2362;1352;1282;701;1000;0;1000;17"
"2363;1352;1284;702;1000;0;1000;20"
"2364;1349;1286;700;999;0;999;24"
"2365;1344;1288;690;999;0;999;26"
"2366;1343;1287;692;999;0;999;22"
"2367;1343;1287;694;999;0;999;22"
"2368;1345;1290;688;999;0;999;19"
"2369;1341;1290;685;1000;0;1000;20"
"2370;1346;1287;686;1000;0;1000;17"
"2371;1347;1285;683;1000;0;1000;16"
"2372;1352;1284;676;1000;0;1000;20"
"2373;1351;1281;677;999;0;999;19"
"2374;1352;1284;676;1000;0;1000;21"
"2375;1351;1287;673;1000;0;1000;18"
"2376;1350;1286;683;1000;0;1000;21"
"2377;1345;1284;681;999;0;999;19"
"2378;1343;1289;687;1000;0;1000;18"
"2379;1340;1287;685;1000;0;1000;20"
"2380;1338;1289;696;1000;0;1000;16"
"2381;1334;1289;696;1000;0;1000;16"
"2382;1330;1294;703;1000;0;1000;17"
"2383;1330;1292;702;1000;0;1000;17"
"2384;1329;1292;702;999;0;999;15"
"2385;1330;1287;701;1000;0;1000;16"
"2386;1328;1288;699;999;0;999;15"
"2387;1327;1288;693;999;0;999;19"
"2388;1320;1284;698;999;0;999;19"
"2389;1320;1283;694;1000;0;1000;16"
"2390;1320;1285;695;1000;0;1000;18"
"2391;1321;1285;694;1000;0;1000;18"
"2392;1321;1283;694;1000;0;1000;18"
"2393;1320;1284;698;1000;0;1000;17"
"2394;1320;1283;694;1000;0;1000;21"
"2395;1320;1281;689;1000;0;1000;21"
"2396;1320;1283;685;999;0;999;23"
"2397;1321;1286;685;999;0;999;24"
"2398;1324;1284;686;1000;0;1000;18"
"2399;1324;1286;687;999;0;999;19"
"2400;1324;1289;691;999;0;999;23"
"2401;1325;1290;690;999;0;999;22"
"2402;1322;1293;690;999;0;999;19"
"2403;1324;1295;686;999;0;999;22"
"2404;1323;1295;684;999;0;999;19"
"2405;1323;1293;682;999;0;999;19"
"2406;1324;1290;680;1000;0;1000;18"
"2407;1327;1294;676;999;0;999;19"
"2408;1327;1294;680;1000;0;1000;17"
"2409;1328;1290;679;1000;0;1000;17"
"2410;1328;1288;678;1000;0;1000;17"
"2411;1328;1287;680;1000;0;1000;18"
"2412;1328;1282;684;999;0;999;22"
"2413;1331;1284;684;1000;0;1000;21"
"2414;1330;1292;682;1000;0;1000;20"
"2415;1330;1293;682;999;0;999;19"
"2416;1332;1292;682;1000;0;1000;17"
"2417;1334;1292;681;999;0;999;15"
"2418;1336;1289;685;999;0;999;19"
"2419;1338;1282;687;1000;0;1000;17"
"2420;1337;1279;688;1000;0;1000;16"
"2421;1336;1278;692;1000;0;1000;21"
"2422;1337;1276;697;999;0;999;22"
"2423;1338;1278;699;1000;0;1000;25"
"2424;1337;1280;703;999;0;999;24"
"2425;1339;1282;706;999;0;999;22"
"2426;1337;1284;702;999;0;999;22"
"2427;1337;1280;698;999;0;999;19"
"2428;1338;1282;695;1000;0;1000;21"
"2429;1338;1279;693;1000;0;1000;20"
"2430;1337;1281;683;999;0;999;19"
"2431;1340;1276;684;999;0;999;19"
"2432;1340;1271;687;1000;0;1000;16"
"2433;1336;1276;685;999;0;999;19"
"2434;1334;1279;688;1000;0;1000;18"
"2435;1335;1278;691;1000;0;1000;17"
"2436;1336;1279;690;1000;0;1000;20"
"2437;1335;1282;695;999;0;999;23"
"2438;1334;1281;698;999;0;999;19"
"2439;1333;1283;701;1000;0;1000;16"
"2440;1335;1286;702;1000;0;1000;17"
"2441;1335;1282;703;1000;0;1000;17"
"2442;1337;1283;701;999;0;999;19"
"2443;1340;1283;696;999;0;999;19"
"2444;1340;1280;696;999;0;999;19"
"2445;1340;1277;695;1000;0;1000;18"
"2446;1336;1277;699;1000;0;1000;20"
"2447;1336;1271;699;1000;0;1000;20"
"2448;1334;1266;708;999;0;999;22"
"2449;1331;1271;707;1000;0;1000;21"
"2450;1331;1277;703;999;0;999;22"
"2451;1330;1274;703;999;0;999;22"
"2452;1332;1276;705;1000;0;1000;21"
"2453;1333;1273;702;999;0;999;15"
"2454;1332;1272;707;999;0;999;15"
"2455;1335;1267;707;1000;0;1000;17"
"2456;1336;1265;709;1000;0;1000;18"
"2457;1338;1267;713;1000;0;1000;18"
"2458;1339;1263;714;1000;0;1000;20"
"2459;1341;1264;717;999;0;999;22"
"2460;1340;1270;728;1000;0;1000;21"
"2461;1342;1270;728;1000;0;1000;20"
"2462;1343;1264;722;999;0;999;22"
"2463;1343;1266;726;999;0;999;22"
"2464;1343;1259;726;999;0;999;22"
"2465;1341;1253;724;999;0;999;22"
"2466;1342;1246;721;1000;0;1000;21"
"2467;1342;1249;722;1000;0;1000;20"
"2468;1341;1246;722;999;0;999;24"
"2469;1337;1248;721;999;0;999;26"
"2470;1336;1250;725;1000;0;1000;25"
"2471;1334;1252;728;999;0;999;28"
"2472;1332;1251;727;999;0;999;23"
"2473;1330;1255;724;1000;0;1000;25"
"2474;1331;1252;723;999;0;999;27"
"2475;1336;1254;726;999;0;999;24"
"2476;1337;1254;728;999;0;999;24"
"2477;1339;1253;730;999;0;999;22"
"2478;1342;1255;734;999;0;999;23"
"2479;1342;1253;741;999;0;999;22"
"2480;1343;1250;738;999;0;999;22"
"2481;1344;1250;736;999;0;999;22"
"2482;1342;1253;738;999;0;999;23"
"2483;1344;1252;742;1000;0;1000;21"
"2484;1345;1251;746;999;0;999;22"
"2485;1346;1250;749;999;0;999;24"
"2486;1346;1250;748;999;0;999;28"
"2487;1345;1250;750;999;0;999;26"
"2488;1346;1252;755;999;0;999;24"
"2489;1347;1256;760;999;0;999;29"
"2490;1346;1258;761;999;0;999;28"
"2491;1346;1258;760;999;0;999;26"
"2492;1348;1256;765;999;0;999;24"
"2493;1350;1257;764;999;0;999;23"
"2494;1348;1253;761;999;0;999;24"
"2495;1349;1254;758;1000;0;1000;25"
"2496;1354;1261;757;1000;0;1000;25"
"2497;1351;1262;757;1000;0;1000;25"
"2498;1350;1259;758;999;0;999;26"
"2499;1355;1255;756;999;0;999;22"
"2500;1351;1258;755;1000;0;1000;25"
"2501;1352;1258;757;1000;0;1000;25"
"2502;1356;1255;760;999;0;999;28"
"2503;1358;1250;762;999;0;999;19"
"2504;1360;1248;762;1000;0;1000;20"
"2505;1361;1244;763;999;0;999;19"
"2506;1360;1251;761;1000;0;1000;21"
"2507;1359;1252;763;999;0;999;24"
"2508;1362;1248;759;999;0;999;24"
"2509;1359;1244;758;999;0;999;24"
"2510;1358;1241;760;999;0;999;22"
"2511;1356;1242;765;999;0;999;24"
"2512;1353;1249;771;999;0;999;22"
"2513;1356;1248;770;1000;0;1000;20"
"2514;1359;1246;768;999;0;999;24"
"2515;1361;1249;771;999;0;999;23"
"2516;1362;1247;771;1000;0;1000;21"
"2517;1366;1250;773;1000;0;1000;21"
"2518;1368;1254;773;999;0;999;24"
"2519;1371;1256;779;999;0;999;23"
"2520;1371;1258;779;999;0;999;23"
"2521;1374;1261;778;999;0;999;27"
"2522;1373;1259;777;1000;0;1000;25"
"2523;1372;1261;775;1000;0;1000;25"
"2524;1372;1264;779;999;0;999;22"
"2525;1371;1264;777;999;0;999;22"
"2526;1370;1270;775;999;0;999;24"
"2527;1370;1271;774;999;0;999;26"
"2528;1371;1271;775;1000;0;1000;25"
"2529;1373;1270;780;1000;0;1000;21"
"2530;1372;1274;778;1000;0;1000;20"
"2531;1370;1271;779;1000;0;1000;18"
"2532;1369;1271;781;1000;0;1000;20"
"2533;1369;1270;781;999;0;999;24"
"2534;1370;1269;781;999;0;999;22"
"2535;1373;1270;783;999;0;999;24"
"2536;1375;1270;782;999;0;999;22"
"2537;1375;1269;783;1000;0;1000;18"
"2538;1374;1269;783;1000;0;1000;21"
"2539;1373;1269;783;1000;0;1000;21"
"2540;1372;1269;785;999;0;999;23"
"2541;1374;1267;786;999;0;999;22"
"2542;1372;1268;787;999;0;999;23"
"2543;1370;1272;787;999;0;999;24"
"2544;1369;1270;780;999;0;999;23"
"2545;1367;1270;779;1000;0;1000;20"
"2546;1363;1270;781;999;0;999;23"
"2547;1364;1274;777;999;0;999;22"
"2548;1364;1274;774;999;0;999;19"
"2549;1363;1275;780;1000;0;1000;18"
"2550;1363;1275;782;999;0;999;23"
"2551;1364;1277;778;999;0;999;24"
"2552;1363;1279;775;1000;0;1000;25"
"2553;1361;1279;774;999;0;999;23"
"2554;1358;1279;771;1000;0;1000;21"
"2555;1358;1278;776;999;0;999;23"
"2556;1359;1277;784;999;0;999;23"
"2557;1356;1278;784;1000;0;1000;20"
"2558;1356;1279;789;1000;0;1000;18"
"2559;1357;1278;789;1000;0;1000;20"
"2560;1360;1279;789;1000;0;1000;21"
"2561;1359;1280;792;1000;0;1000;21"
"2562;1362;1281;795;999;0;999;23"
"2563;1362;1280;797;999;0;999;23"
"2564;1362;1278;800;1000;0;1000;20"
"2565;1366;1280;801;999;0;999;23"
