day	avg_size	avg_speed	avg_senserange	n_creatures
660	1019	2987	1044	54
661	1018	2993	1045	56
662	1017	2998	1048	57
663	1019	3003	1046	56
664	1020	3003	1046	62
665	1020	3005	1046	62
666	1020	3006	1045	55
667	1018	3010	1045	54
668	1018	3013	1045	56
669	1018	3017	1047	52
670	1016	3018	1047	47
671	1014	3020	1049	56
672	1014	3023	1051	56
673	1013	3029	1051	53
674	1011	3034	1048	50
675	1012	3041	1046	48
676	1012	3044	1045	53
677	1012	3059	1045	53
678	1012	3068	1045	53
679	1014	3072	1046	48
680	1013	3082	1044	58
681	1011	3085	1043	50
682	1011	3084	1043	50
683	1011	3090	1043	47
684	1011	3094	1043	53
685	1011	3097	1044	54
686	1012	3103	1045	54
687	1013	3105	1046	54
688	1013	3105	1045	46
689	1012	3107	1042	47
690	1012	3109	1042	52
691	1011	3110	1042	54
692	1012	3111	1044	51
693	1012	3113	1045	51
694	1011	3118	1043	44
695	1012	3123	1042	47
696	1012	3127	1042	52
697	1013	3132	1041	46
698	1013	3137	1042	53
699	1014	3139	1043	48
700	1014	3139	1044	44
701	1015	3143	1044	49
702	1015	3152	1046	46
703	1015	3157	1046	44
704	1015	3165	1046	52
705	1016	3173	1044	57
706	1015	3176	1045	53
707	1014	3179	1044	50
708	1013	3179	1044	51
709	1014	3178	1043	46
710	1014	3182	1045	40
711	1014	3183	1044	46
712	1013	3186	1043	47
713	1012	3187	1042	48
714	1011	3188	1044	48
715	1011	3190	1045	48
716	1010	3190	1045	52
717	1010	3191	1049	57
718	1010	3191	1050	50
719	1009	3194	1048	42
720	1009	3199	1048	45
721	1009	3203	1051	47
722	1010	3207	1052	47
723	1010	3209	1052	45
724	1011	3211	1052	48
725	1011	3216	1051	47
726	1011	3221	1050	50
727	1011	3225	1050	45
728	1011	3227	1050	44
729	1010	3226	1052	42
730	1010	3228	1052	51
731	1010	3230	1055	53
732	1010	3231	1057	43
733	1011	3231	1058	43
734	1011	3233	1057	46
735	1011	3231	1056	47
736	1012	3231	1057	47
737	1013	3230	1055	43
738	1012	3230	1054	42
739	1013	3231	1052	45
740	1013	3231	1051	48
741	1013	3232	1053	48
742	1014	3236	1053	47
743	1014	3239	1051	45
744	1014	3243	1050	47
745	1015	3247	1050	43
746	1016	3250	1050	49
747	1016	3253	1050	52
748	1013	3257	1050	47
749	1012	3261	1049	39
750	1011	3264	1048	39
751	1010	3268	1048	44
752	1009	3272	1049	55
753	1009	3274	1050	52
754	1010	3274	1048	46
755	1009	3279	1049	39
756	1009	3280	1051	41
757	1009	3280	1052	50
758	1008	3279	1050	44
759	1008	3277	1047	48
760	1007	3278	1046	44
761	1007	3277	1042	50
762	1007	3276	1042	43
763	1007	3277	1040	44
764	1008	3279	1041	47
765	1009	3279	1039	44
766	1009	3281	1039	39
767	1008	3283	1040	46
768	1008	3287	1042	47
769	1009	3289	1038	44
770	1010	3291	1037	41
771	1010	3292	1040	41
772	1012	3288	1039	44
773	1014	3290	1039	45
774	1014	3294	1044	44
775	1014	3298	1046	40
776	1015	3299	1046	42
777	1017	3303	1047	48
778	1017	3306	1048	45
779	1017	3310	1054	42
780	1017	3311	1055	40
781	1017	3317	1054	46
782	1017	3316	1056	41
783	1017	3311	1058	49
784	1019	3317	1060	47
785	1018	3317	1061	39
786	1018	3319	1061	42
787	1016	3319	1060	41
788	1015	3322	1061	45
789	1016	3323	1065	44
790	1015	3331	1069	47
791	1014	3331	1069	52
792	1017	3336	1070	44
793	1017	3332	1073	41
794	1019	3336	1071	36
795	1020	3339	1067	44
796	1020	3343	1065	47
797	1020	3345	1067	49
798	1022	3352	1070	49
799	1023	3361	1072	40
800	1025	3368	1075	42
801	1024	3373	1075	38
802	1024	3380	1073	42
803	1024	3381	1074	44
804	1024	3380	1074	41
805	1026	3378	1073	40
806	1027	3382	1071	38
807	1027	3387	1070	46
808	1027	3388	1068	39
809	1028	3390	1067	41
810	1027	3388	1067	45
811	1027	3386	1066	42
812	1027	3391	1066	39
813	1026	3397	1068	38
814	1025	3402	1067	45
815	1023	3408	1068	42
816	1021	3414	1068	42
817	1022	3412	1069	42
818	1022	3417	1070	37
819	1021	3431	1069	41
820	1018	3435	1069	37
821	1016	3445	1069	44
822	1014	3450	1070	41
823	1012	3452	1070	37
824	1012	3454	1070	34
825	1011	3461	1071	41
826	1012	3466	1070	38
827	1014	3465	1071	33
828	1014	3468	1071	44
829	1014	3469	1070	46
830	1015	3464	1068	37
831	1017	3467	1069	35
832	1021	3469	1068	33
833	1024	3465	1067	37
834	1025	3467	1068	34
835	1024	3473	1068	38
836	1026	3476	1069	43
837	1027	3478	1070	36
838	1024	3482	1070	39
839	1023	3484	1070	39
840	1022	3487	1070	38
841	1021	3498	1068	37
842	1021	3503	1067	37
843	1021	3505	1068	35
844	1020	3507	1069	33
845	1018	3515	1070	39
846	1020	3516	1071	34
847	1020	3518	1073	30
848	1022	3519	1074	34
849	1024	3522	1073	36
850	1023	3521	1071	40
851	1024	3519	1070	42
852	1022	3522	1069	40
853	1022	3526	1069	35
854	1022	3523	1069	38
855	1022	3527	1069	37
856	1023	3530	1068	31
857	1023	3532	1068	34
858	1022	3535	1069	38
859	1022	3538	1067	43
860	1022	3539	1067	39
